Yr,Rnd,Pick,DP,DP Normalizado,Tm,Tm #,Tm # Normalizado,Player,Pos,Pos #,Pos # Normalizado,Age,Age Normalizado,To,College/Univ,College #,College # Norm,Conference,C#,C# Norm,Grade,SPORQ,SPORQ Normalizado,CarAV,AvgAV (NO SIRVE),Alt1AvgAV,Alt1AAV Cat,Alt2AvgAV,Alt2AAV Cat,AAV 5Cat
2012,1,1,1,0,IND,0,0,Andrew Luck\LuckAn00,QB,0,0,22,"0,3333333333",2018,Stanford,0,0,PAC12,0,0,1,"198,7122297","0,705341152",71,"14,30174023","10,14285714",2,"10,14285714",2,3
2012,1,4,1,0,MIN,1,"0,0303030303",Matt Kalil\KaliMa00,T,10,"0,7142857143",23,"0,5",2017,USC,1,"0,006289308176",PAC12,0,0,"0,9459459459","191,1893205","0,6233168919",40,"10,42495557","6,666666667",1,"5,714285714",1,2
2012,1,6,1,0,DAL,2,"0,06060606061",Morris Claiborne\ClaiMo00,DB,6,"0,4285714286",22,"0,3333333333",2018,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,9009009009","180,3213145","0,5048201605",24,"7,587454512","3,428571429",0,"3,428571429",0,1
2012,1,9,1,0,CAR,3,"0,09090909091",Luke Kuechly\KuecLu00,LB,5,"0,3571428571",21,"0,1666666667",2018,Boston Col.,3,"0,01886792453",ACC,2,"0,1428571429","0,8918918919","207,7883388","0,8043003596",84,"16,15888308",12,2,12,2,4
2012,1,10,1,0,BUF,4,"0,1212121212",Stephon Gilmore\GilmSt00,DB,6,"0,4285714286",21,"0,1666666667",2018,South Carolina,4,"0,0251572327",SEC,1,"0,07142857143","0,8234234234","192,73935","0,6402172717",42,"10,15888308",6,1,6,1,2
2012,1,11,2,"0,1111111111",KAN,5,"0,1515151515",Dontari Poe\PoexDo00,DT,4,"0,2857142857",22,"0,3333333333",2018,Memphis,5,"0,03144654088",AA,3,"0,2142857143","0,8558558559","205,2011403","0,776091453",51,"11,44459737","7,285714286",1,"7,285714286",1,2
2012,1,12,2,"0,1111111111",PHI,6,"0,1818181818",Fletcher Cox\CoxxFl00,DT,4,"0,2857142857",21,"0,1666666667",2018,Mississippi St.,6,"0,03773584906",SEC,1,"0,07142857143","0,8648648649","185,0825878","0,5567335771",68,"13,8731688","9,714285714",2,"9,714285714",2,3
2012,1,14,2,"0,1111111111",STL,7,"0,2121212121",Michael Brockers\BrocMi00,DT,4,"0,2857142857",21,"0,1666666667",2018,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,8198198198","177,5378542","0,4744713598",43,"10,30174023","6,142857143",1,"6,142857143",1,2
2012,1,15,2,"0,1111111111",SEA,8,"0,2424242424",Bruce Irvin\IrviBr00,DE,1,"0,07142857143",24,"0,6666666667",2018,West Virginia,7,"0,04402515723",Big12,4,"0,2857142857","0,6936936937","207,4695173","0,8008241648",37,"9,444597369","5,285714286",1,"5,285714286",1,1
2012,1,16,2,"0,1111111111",NYJ,9,"0,2727272727",Quinton Coples\CoplQu00,DE,1,"0,07142857143",22,"0,3333333333",2015,North Carolina,8,"0,05031446541",ACC,2,"0,1428571429","0,8378378378","183,6022511","0,5405930762",19,"7,498872196","4,75",1,"2,714285714",1,1
2012,1,18,2,"0,1111111111",SDG,10,"0,303030303",Melvin Ingram\IngrMe00,DE,1,"0,07142857143",23,"0,5",2018,South Carolina,4,"0,0251572327",SEC,1,"0,07142857143","0,8828828829","198,716027","0,7053825549",43,"10,30174023","6,142857143",1,"6,142857143",1,2
2012,1,19,2,"0,1111111111",CHI,11,"0,3333333333",Shea McClellin\McClSh00,DE,1,"0,07142857143",23,"0,5",2016,Boise St.,9,"0,05660377358",MW,5,"0,3571428571","0,7747747748","194,2224691","0,6563881098",17,"6,695836866","3,4",0,"2,428571429",0,1
2012,1,20,2,"0,1111111111",TEN,12,"0,3636363636",Kendall Wright\WrigKe01,WR,2,"0,1428571429",22,"0,3333333333",2017,Baylor,10,"0,06289308176",Big12,4,"0,2857142857","0,8468468468","190,8280546","0,6193779146",28,"8,424955572","4,666666667",1,4,1,1
2012,1,21,3,"0,2222222222",NWE,13,"0,3939393939",Chandler Jones\JoneCh03,DE,1,"0,07142857143",22,"0,3333333333",2018,Syracuse,11,"0,06918238994",ACC,2,"0,1428571429","0,7693693694","199,3926842","0,7127603266",57,"12,30174023","8,142857143",1,"8,142857143",1,2
2012,1,23,3,"0,2222222222",DET,14,"0,4242424242",Riley Reiff\ReifRi00,T,10,"0,7142857143",23,"0,5",2018,Iowa,12,"0,07547169811",Big10,6,"0,4285714286","0,8558558559","169,8127505","0,3902425198",45,"10,58745451","6,428571429",1,"6,428571429",1,2
2012,1,24,3,"0,2222222222",PIT,15,"0,4545454545",David DeCastro\DeCaDa00,G,9,"0,6428571429",22,"0,3333333333",2018,Stanford,0,0,PAC12,0,0,"0,9189189189","182,5643159","0,5292761954",56,"12,15888308",8,1,8,1,2
2012,1,26,3,"0,2222222222",HOU,16,"0,4848484848",Whitney Mercilus\MercWh00,DE,1,"0,07142857143",22,"0,3333333333",2018,Illinois,13,"0,08176100629",Big10,6,"0,4285714286","0,8018018018","191,6430719","0,6282642629",41,"10,01602594","5,857142857",1,"5,857142857",1,2
2012,1,27,3,"0,2222222222",CIN,17,"0,5151515152",Kevin Zeitler\ZeitKe00,G,9,"0,6428571429",22,"0,3333333333",2018,Wisconsin,14,"0,08805031447",Big10,6,"0,4285714286","0,7837837838","179,727207","0,4983424499",39,"9,730311655","5,571428571",1,"5,571428571",1,1
2012,1,28,3,"0,2222222222",GNB,18,"0,5454545455",Nick Perry\PerrNi00,DE,1,"0,07142857143",22,"0,3333333333",2018,USC,1,"0,006289308176",PAC12,0,0,"0,8108108108","210,1014432","0,829520746",22,"7,301740226","3,142857143",0,"3,142857143",0,1
2012,1,29,3,"0,2222222222",MIN,1,"0,0303030303",Harrison Smith\SmitHa00,DB,6,"0,4285714286",23,"0,5",2018,Notre Dame,15,"0,09433962264",IND,7,"0,5","0,7747747748","191,9039423","0,6311086015",50,"11,30174023","7,142857143",1,"7,142857143",1,2
2012,1,31,3,"0,2222222222",TAM,19,"0,5757575758",Doug Martin\MartDo00,RB,3,"0,2142857143",23,"0,5",2018,Boise St.,9,"0,05660377358",MW,5,"0,3571428571","0,8018018018","200,2805546","0,7224410113",39,"9,730311655","5,571428571",1,"5,571428571",1,1
2012,1,32,3,"0,2222222222",NYG,20,"0,6060606061",David Wilson\WilsDa01,RB,3,"0,2142857143",21,"0,1666666667",2014,Virginia Tech,16,"0,1006289308",ACC,2,"0,1428571429","0,7837837838","208,3514511","0,8104401213",5,"3,746108208","1,666666667",0,"0,7142857143",0,0
2012,2,33,4,"0,3333333333",STL,7,"0,2121212121",Brian Quick\QuicBr00,WR,2,"0,1428571429",23,"0,5",2018,Appalachian St.,17,"0,106918239",SB,8,"0,5714285714","0,7513513514","186,3987833","0,5710844032",11,"5,730311655","1,571428571",0,"1,571428571",0,0
2012,2,36,4,"0,3333333333",DEN,21,"0,6363636364",Derek Wolfe\WolfDe00,DT,4,"0,2857142857",22,"0,3333333333",2018,Cincinnati,18,"0,1132075472",AA,3,"0,2142857143","0,1081081081","196,4027627","0,6801604251",42,"10,15888308",6,1,6,1,2
2012,2,37,4,"0,3333333333",CLE,22,"0,6666666667",Mitchell Schwartz\SchwMi00,T,10,"0,7142857143",23,"0,5",2018,California,19,"0,1194968553",PAC12,0,0,"0,7387387387","159,294506","0,2755593302",61,"12,8731688","8,714285714",1,"8,714285714",1,3
2012,2,38,4,"0,3333333333",JAX,23,"0,696969697",Andre Branch\BranAn00,LB,5,"0,3571428571",23,"0,5",2018,Clemson,20,"0,1257861635",ACC,2,"0,1428571429","0,8108108108","196,43654","0,6805287079",21,"7,158883083",3,0,3,0,1
2012,2,39,4,"0,3333333333",STL,7,"0,2121212121",Janoris Jenkins\JenkJa03,DB,6,"0,4285714286",23,"0,5",2018,North Alabama,21,"0,1320754717",FCS,9,"0,6428571429","0,8018018018","185,1380392","0,5573381783",42,"10,15888308",6,1,6,1,2
2012,2,40,4,"0,3333333333",CAR,3,"0,09090909091",Amini Silatolu\SilaAm00,G,9,"0,6428571429",23,"0,5",2018,Midwestern St.,22,"0,1383647799",Div2,10,"0,7142857143","0,7603603604","179,6330608","0,4973159491",16,"6,444597369","2,285714286",0,"2,285714286",0,0
2012,2,41,4,"0,3333333333",BUF,4,"0,1212121212",Cordy Glenn\GlenCo00,G,9,"0,6428571429",22,"0,3333333333",2018,Georgia,23,"0,1446540881",SEC,1,"0,07142857143","0,8378378378","170,3938625","0,396578537",39,"9,730311655","5,571428571",1,"5,571428571",1,1
2012,2,43,4,"0,3333333333",NYJ,9,"0,2727272727",Stephen Hill\HillSt00,WR,2,"0,1428571429",21,"0,1666666667",2014,Georgia Tech,24,"0,1509433962",ACC,2,"0,1428571429","0,8018018018","201,1803803","0,7322520479",4,"3,412774875","1,333333333",0,"0,5714285714",0,0
2012,2,44,4,"0,3333333333",KAN,5,"0,1515151515",Jeff Allen\AlleJe01,T,10,"0,7142857143",22,"0,3333333333",2018,Illinois,13,"0,08176100629",Big10,6,"0,4285714286","0,7387387387","169,8975191","0,3911667742",25,"7,730311655","3,571428571",0,"3,571428571",0,1
2012,2,46,4,"0,3333333333",PHI,6,"0,1818181818",Mychal Kendricks\KendMy00,LB,5,"0,3571428571",21,"0,1666666667",2018,California,19,"0,1194968553",PAC12,0,0,"0,6882882883","211,5608044","0,8454325455",34,"9,016025941","4,857142857",1,"4,857142857",1,1
2012,2,49,5,"0,4444444444",SDG,10,"0,303030303",Kendall Reyes\ReyeKe00,DT,4,"0,2857142857",22,"0,3333333333",2016,Connecticut,25,"0,1572327044",AA,3,"0,2142857143","0,7657657658","203,2905965","0,7552602908",22,"7,695836866","4,4",0,"3,142857143",0,1
2012,2,50,5,"0,4444444444",STL,7,"0,2121212121",Isaiah Pead\PeadIs00,RB,3,"0,2142857143",22,"0,3333333333",2016,Cincinnati,18,"0,1132075472",AA,3,"0,2142857143","0,6342342342","178,6806639","0,4869317149",1,"3,495836866","0,2",0,"0,1428571429",0,0
2012,2,51,5,"0,4444444444",GNB,18,"0,5454545455",Jerel Worthy\WortJe00,DT,4,"0,2857142857",22,"0,3333333333",2018,Michigan St.,26,"0,1635220126",Big10,6,"0,4285714286","0,7747747748","186,4228321","0,5713466136",4,"4,730311655","0,5714285714",0,"0,5714285714",0,0
2012,2,56,5,"0,4444444444",PIT,15,"0,4545454545",Mike Adams\AdamMi02,T,10,"0,7142857143",22,"0,3333333333",2016,Ohio St.,27,"0,1698113208",Big10,6,"0,4285714286","0,8018018018","170,3102805","0,3956672204",11,"5,495836866","2,2",0,"1,571428571",0,0
2012,2,58,5,"0,4444444444",TAM,19,"0,5757575758",Lavonte David\DaviLa00,LB,5,"0,3571428571",22,"0,3333333333",2018,Nebraska,28,"0,1761006289",Big10,6,"0,4285714286","0,8108108108","194,2490374","0,656677791",57,"12,30174023","8,142857143",1,"8,142857143",1,2
2012,2,59,5,"0,4444444444",PHI,6,"0,1818181818",Vinny Curry\CurrVi00,DE,1,"0,07142857143",24,"0,6666666667",2018,Marshall,29,"0,1823899371",CUSA,11,"0,7857142857","0,7747747748","187,0832238","0,5785470382",17,"6,587454512","2,428571429",0,"2,428571429",0,0
2012,2,60,5,"0,4444444444",BAL,24,"0,7272727273",Kelechi Osemele\OsemKe00,T,10,"0,7142857143",23,"0,5",2018,Iowa St.,30,"0,1886792453",Big12,4,"0,2857142857","0,7477477477","181,0529534","0,512797412",43,"10,30174023","6,142857143",1,"6,142857143",1,2
2012,2,61,5,"0,4444444444",SFO,25,"0,7575757576",LaMichael James\JameLa00,RB,3,"0,2142857143",22,"0,3333333333",2015,Oregon,31,"0,1949685535",PAC12,0,0,"0,5765765766","189,8388509","0,6085923662",2,"3,248872196","0,5",0,"0,2857142857",0,0
2012,2,62,5,"0,4444444444",GNB,18,"0,5454545455",Casey Hayward\HaywCa00,DB,6,"0,4285714286",22,"0,3333333333",2018,Vanderbilt,32,"0,2012578616",SEC,1,"0,07142857143","0,5801801802","187,4844421","0,582921627",36,"9,301740226","5,142857143",1,"5,142857143",1,1
2012,2,63,5,"0,4444444444",NYG,20,"0,6060606061",Rueben Randle\RandRu00,WR,2,"0,1428571429",21,"0,1666666667",2015,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,8018018018","177,8645641","0,4780335639",21,"7,998872196","5,25",1,3,1,1
2013,1,1,1,0,KAN,5,"0,1515151515",Eric Fisher\FishEr00,T,10,"0,7142857143",22,"0,3333333333",2018,Central Michigan,79,"0,4968553459",MAC,12,"0,8571428571","0,9459459459","194,0673168","0,6546964434",48,"11,75828891",8,1,8,1,2
2013,1,2,1,0,JAX,23,"0,696969697",Luke Joeckel\JoecLu00,T,10,"0,7142857143",21,"0,1666666667",2017,Texas A&M,70,"0,4402515723",SEC,1,"0,07142857143","0,9693693694","179,3221403","0,493925901",22,"7,695836866","4,4",0,"3,666666667",0,1
2013,1,3,1,0,MIA,27,"0,8181818182",Dion Jordan\JordDi00,DE,1,"0,07142857143",23,"0,5",2018,Oregon,31,"0,1949685535",PAC12,0,0,"0,9369369369","194,8780122","0,6635356688",7,"4,924955572","1,166666667",0,"1,166666667",0,0
2013,1,4,1,0,PHI,6,"0,1818181818",Lane Johnson\JohnLa01,T,10,"0,7142857143",23,"0,5",2018,Oklahoma,38,"0,2389937107",Big12,4,"0,2857142857","0,9261261261","207,6765722","0,8030817389",43,"10,92495557","7,166666667",1,"7,166666667",1,2
2013,1,6,1,0,CLE,22,"0,6666666667",Barkevious Mingo\MingBa00,LB,5,"0,3571428571",22,"0,3333333333",2018,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,9243243243","203,6044169","0,7586819573",22,"7,424955572","3,666666667",0,"3,666666667",0,1
2013,1,7,1,0,ARI,28,"0,8484848485",Jonathan Cooper\CoopJo01,G,9,"0,6428571429",23,"0,5",2018,North Carolina,8,"0,05031446541",ACC,2,"0,1428571429","0,818018018","182,4776389","0,5283311332",14,"6,091622239","2,333333333",0,"2,333333333",0,0
2013,1,8,1,0,STL,7,"0,2121212121",Tavon Austin\AustTa00,WR,2,"0,1428571429",23,"0,5",2018,West Virginia,7,"0,04402515723",Big12,4,"0,2857142857","0,8990990991","176,0760078","0,4585324635",24,"7,758288905",4,0,4,0,1
2013,1,9,1,0,NYJ,9,"0,2727272727",Dee Milliner\MillDe00,DB,6,"0,4285714286",21,"0,1666666667",2015,Alabama,80,"0,5031446541",SEC,1,"0,07142857143","0,9315315315","188,4079202","0,5929905519",6,"4,079441542",2,0,1,0,0
2013,1,15,2,"0,1111111111",NOR,31,"0,9393939394",Kenny Vaccaro\VaccKe00,DB,6,"0,4285714286",22,"0,3333333333",2018,Texas,74,"0,465408805",Big12,4,"0,2857142857","0,8324324324","195,4113599","0,6693508993",27,"8,258288905","4,5",0,"4,5",0,1
2013,1,18,2,"0,1111111111",SFO,25,"0,7575757576",Eric Reid\ReidEr00,DB,6,"0,4285714286",21,"0,1666666667",2018,LSU,2,"0,01257861635",SEC,1,"0,07142857143","0,7387387387","206,1213194","0,7861244081",29,"8,591622239","4,833333333",1,"4,833333333",1,1
2013,1,19,2,"0,1111111111",NYG,20,"0,6060606061",Justin Pugh\PughJu00,T,10,"0,7142857143",23,"0,5",2018,Syracuse,11,"0,06918238994",ACC,2,"0,1428571429","0,5675675676","179,9087458","0,5003218153",27,"8,258288905","4,5",0,"4,5",0,1
2013,1,20,2,"0,1111111111",CHI,11,"0,3333333333",Kyle Long\LongKy00,G,9,"0,6428571429",24,"0,6666666667",2018,Oregon,31,"0,1949685535",PAC12,0,0,"0,6396396396","184,7256409","0,552841691",39,"10,25828891","6,5",1,"6,5",1,2
2013,1,21,3,"0,2222222222",CIN,17,"0,5151515152",Tyler Eifert\EifeTy00,TE,11,"0,7857142857",22,"0,3333333333",2018,Notre Dame,15,"0,09433962264",IND,7,"0,5","0,7531531532","196,8689691","0,6852435962",14,"6,091622239","2,333333333",0,"2,333333333",0,0
2013,1,22,3,"0,2222222222",ATL,29,"0,8787878788",Desmond Trufant\TrufDe00,DB,6,"0,4285714286",22,"0,3333333333",2018,Washington,62,"0,3899371069",PAC12,0,0,"0,7675675676","194,5148309","0,6595758075",31,"8,924955572","5,166666667",1,"5,166666667",1,1
2013,1,23,3,"0,2222222222",MIN,1,"0,0303030303",Sharrif Floyd\FloySh00,DT,4,"0,2857142857",21,"0,1666666667",2016,Florida,51,"0,320754717",SEC,1,"0,07142857143","0,9495495495","182,1291612","0,5245315891",13,"5,998872196","3,25",0,"2,166666667",0,1
2013,1,24,3,"0,2222222222",IND,0,0,Bjoern Werner\WernBj00,DE,1,"0,07142857143",23,"0,5",2015,Florida St.,48,"0,3018867925",ACC,2,"0,1428571429","0,8414414414","185,7920715","0,5644692647",10,"5,412774875","3,333333333",0,"1,666666667",0,1
2013,1,26,3,"0,2222222222",GNB,18,"0,5454545455",Datone Jones\JoneDa03,DE,1,"0,07142857143",23,"0,5",2018,UCLA,81,"0,5094339623",PAC12,0,0,"0,7945945946","195,8651129","0,6742982877",10,"5,424955572","1,666666667",0,"1,666666667",0,0
2013,1,27,3,"0,2222222222",HOU,16,"0,4848484848",DeAndre Hopkins\HopkDe00,WR,2,"0,1428571429",21,"0,1666666667",2018,Clemson,20,"0,1257861635",ACC,2,"0,1428571429","0,8342342342","177,5496888","0,4746003956",51,"12,25828891","8,5",1,"8,5",1,3
2013,1,28,3,"0,2222222222",DEN,21,"0,6363636364",Sylvester Williams\WillSy00,DT,4,"0,2857142857",24,"0,6666666667",2018,North Carolina,8,"0,05031446541",ACC,2,"0,1428571429","0,7045045045","175,8303652","0,4558541576",29,"8,591622239","4,833333333",1,"4,833333333",1,1
2013,1,30,3,"0,2222222222",STL,7,"0,2121212121",Alec Ogletree\OgleAl00,LB,5,"0,3571428571",21,"0,1666666667",2018,Georgia,23,"0,1446540881",SEC,1,"0,07142857143","0,7657657658","191,3080898","0,6246118648",44,"11,09162224","7,333333333",1,"7,333333333",1,2
2013,1,31,3,"0,2222222222",DAL,2,"0,06060606061",Travis Frederick\FredTr00,C,12,"0,8571428571",22,"0,3333333333",2017,Wisconsin,14,"0,08805031447",Big10,6,"0,4285714286","0,6702702703","165,3910006","0,3420310162",47,"12,69583687","9,4",2,"7,833333333",2,3
2013,2,35,4,"0,3333333333",PHI,6,"0,1818181818",Zach Ertz\ErtzZa00,TE,11,"0,7857142857",22,"0,3333333333",2018,Stanford,0,0,PAC12,0,0,"0,7333333333","179,0242977","0,4906784447",35,"9,591622239","5,833333333",1,"5,833333333",1,2
2013,2,36,4,"0,3333333333",DET,14,"0,4242424242",Darius Slay\SlayDa00,DB,6,"0,4285714286",22,"0,3333333333",2018,Mississippi St.,6,"0,03773584906",SEC,1,"0,07142857143","0,5315315315","186,8521179","0,5760272297",36,"9,758288905",6,1,6,1,2
2013,2,37,4,"0,3333333333",CIN,17,"0,5151515152",Giovani Bernard\BernGi00,RB,3,"0,2142857143",21,"0,1666666667",2018,North Carolina,8,"0,05031446541",ACC,2,"0,1428571429","0,7657657658","188,0405008","0,5889844815",36,"9,758288905",6,1,6,1,2
2013,2,38,4,"0,3333333333",SDG,10,"0,303030303",Manti Te'o\TeoxMa00,LB,5,"0,3571428571",22,"0,3333333333",2018,Notre Dame,15,"0,09433962264",IND,7,"0,5","0,8288288288","184,3705463","0,5489700011",20,"7,091622239","3,333333333",0,"3,333333333",0,1
2013,2,41,4,"0,3333333333",BUF,4,"0,1212121212",Robert Woods\WoodRo02,WR,2,"0,1428571429",21,"0,1666666667",2018,USC,1,"0,006289308176",PAC12,0,0,"0,7495495495","173,23167","0,4275198995",38,"10,09162224","6,333333333",1,"6,333333333",1,2
2013,2,42,4,"0,3333333333",OAK,30,"0,9090909091",Menelik Watson\WatsMe00,T,10,"0,7142857143",24,"0,6666666667",2017,Florida St.,48,"0,3018867925",ACC,2,"0,1428571429","0,7837837838","160,4273164","0,2879106603",11,"5,495836866","2,2",0,"1,833333333",0,0
2013,2,43,4,"0,3333333333",TAM,19,"0,5757575758",Johnthan Banks\BankJo00,DB,6,"0,4285714286",23,"0,5",2017,Mississippi St.,6,"0,03773584906",SEC,1,"0,07142857143","0,772972973","176,0081268","0,4577923391",12,"5,695836866","2,4",0,2,0,0
2013,2,47,4,"0,3333333333",DAL,2,"0,06060606061",Gavin Escobar\EscoGa00,TE,11,"0,7857142857",22,"0,3333333333",2017,San Diego St.,71,"0,4465408805",MW,5,"0,3571428571","0,6756756757","185,9114068","0,5657704089",2,"3,695836866","0,4",0,"0,3333333333",0,0
2013,2,48,4,"0,3333333333",PIT,15,"0,4545454545",Le'Veon Bell\BellLe00,RB,3,"0,2142857143",21,"0,1666666667",2017,Michigan St.,26,"0,1635220126",Big10,6,"0,4285714286","0,5351351351","189,3366758","0,6031170188",56,"14,49583687","11,2",2,"9,333333333",2,4
2013,2,49,5,"0,4444444444",NYG,20,"0,6060606061",Johnathan Hankins\HankJo00,DT,4,"0,2857142857",21,"0,1666666667",2018,Ohio St.,27,"0,1698113208",Big10,6,"0,4285714286","0,7585585586","179,1045091","0,4915530107",33,"9,258288905","5,5",1,"5,5",1,1
2013,2,52,5,"0,4444444444",NWE,13,"0,3939393939",Jamie Collins\CollJa00,LB,5,"0,3571428571",23,"0,5",2018,Southern Miss,45,"0,2830188679",CUSA,11,"0,7857142857","0,4918918919","220,3146097","0,9408775899",42,"10,75828891",7,1,7,1,2
2013,2,53,5,"0,4444444444",CIN,17,"0,5151515152",Margus Hunt\HuntMa00,DE,1,"0,07142857143",26,1,2018,SMU,36,"0,2264150943",AA,3,"0,2142857143","0,6108108108","206,2230735","0,7872338598",14,"6,091622239","2,333333333",0,"2,333333333",0,0
2013,2,54,5,"0,4444444444",MIA,27,"0,8181818182",Jamar Taylor\TaylJa01,DB,6,"0,4285714286",22,"0,3333333333",2018,Boise St.,9,"0,05660377358",MW,5,"0,3571428571","0,7927927928","193,7964739","0,6517433719",14,"6,091622239","2,333333333",0,"2,333333333",0,0
2013,2,55,5,"0,4444444444",SFO,25,"0,7575757576",Vance McDonald\McDoVa00,TE,11,"0,7857142857",23,"0,5",2018,Rice,73,"0,4591194969",CUSA,11,"0,7857142857","0,6216216216","197,9926448","0,6974953283",12,"5,758288905",2,0,2,0,0
2013,2,57,5,"0,4444444444",HOU,16,"0,4848484848",D.J. Swearinger\SweaDJ00,DB,6,"0,4285714286",22,"0,3333333333",2018,South Carolina,4,"0,0251572327",SEC,1,"0,07142857143","0,7189189189","194,5279827","0,659719205",28,"8,424955572","4,666666667",1,"4,666666667",1,1
2013,2,58,5,"0,4444444444",DEN,21,"0,6363636364",Montee Ball\BallMo00,RB,3,"0,2142857143",22,"0,3333333333",2014,Wisconsin,14,"0,08805031447",Big10,6,"0,4285714286","0,6144144144","178,4170383","0,4840573356",8,"5,216395324",4,0,"1,333333333",0,1
2013,2,60,5,"0,4444444444",ATL,29,"0,8787878788",Robert Alford\AlfoRo00,DB,6,"0,4285714286",24,"0,6666666667",2018,SE Louisiana,82,"0,5157232704",Div1,9,"0,6428571429","0,7117117117","198,5199171","0,703244317",24,"7,758288905",4,0,4,0,1
2013,2,62,5,"0,4444444444",SEA,8,"0,2424242424",Christine Michael\MichCh00,RB,3,"0,2142857143",22,"0,3333333333",2018,Texas A&M,70,"0,4402515723",SEC,1,"0,07142857143","0,5387387387","213,8591937","0,8704924893",9,"5,258288905","1,5",0,"1,5",0,0
2014,1,1,1,0,HOU,16,"0,4848484848",Jadeveon Clowney\ClowJa00,DE,1,"0,07142857143",21,"0,1666666667",2018,South Carolina,4,"0,0251572327",SEC,1,"0,07142857143","0,9640883978","207,1491054","0,7973306295",38,"10,89583687","7,6",1,"7,6",1,2
2014,1,2,1,0,STL,7,"0,2121212121",Greg Robinson\RobiGr01,T,10,"0,7142857143",21,"0,1666666667",2018,Auburn,56,"0,3522012579",SEC,1,"0,07142857143","0,9502762431","195,9078831","0,6747646225",21,"7,495836866","4,2",0,"4,2",0,1
2014,1,3,1,0,JAX,23,"0,696969697",Blake Bortles\BortBl00,QB,0,0,22,"0,3333333333",2018,Central Florida,34,"0,213836478",AA,3,"0,2142857143","0,6104972376","180,2445715","0,5039834113",44,"12,09583687","8,8",1,"8,8",1,3
2014,1,4,1,0,BUF,4,"0,1212121212",Sammy Watkins\WatkSa00,WR,2,"0,1428571429",21,"0,1666666667",2018,Clemson,20,"0,1257861635",ACC,2,"0,1428571429","0,908839779","189,6556853","0,6065952634",30,"9,295836866",6,1,6,1,2
2014,1,5,1,0,OAK,30,"0,9090909091",Khalil Mack\MackKh00,LB,5,"0,3571428571",23,"0,5",2018,Buffalo,108,"0,679245283",MAC,12,"0,8571428571","0,8812154696","213,5231824","0,8668288696",60,"15,29583687",12,2,12,2,4
